#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m]
1403637136788881408,4.7017335385356747,-1.7945847077615891,0.78474510176051704
1403637137088881152,4.7054200795730319,-1.7947696471553169,0.96760490812839295
1403637137391881216,4.7209607723897964,-1.7965985538590621,1.1837616246026901
1403637137991881472,4.7024399150348923,-1.796019190481861,0.83755498346976498
1403637138089881088,4.70475010531473,-1.797528479026286,0.79067066006736897
1403637138139881472,4.7064660398098637,-1.797550401234469,0.78066244372418603
1403637138440881152,4.7073349576590608,-1.7859631437309851,0.94584886695930304
1403637138787881472,4.7232103468814319,-1.79698430471475,1.1717449612774411
1403637139339881216,4.6930208488577554,-1.777202218085175,0.81975820294553003
1403637139440881152,4.6884259858195376,-1.779229312168892,0.76572759741201901
1403637139488881408,4.6862662126240888,-1.780106510911891,0.74739226852458196
1403637139540881408,4.6826097575752224,-1.780603235538504,0.73268700574992096
1403637139587881216,4.682190444040911,-1.7804461281329691,0.72321629487345196
1403637139643881216,4.6814249349135801,-1.779678888708548,0.71687015788673902
1403637139691881216,4.6806910780049726,-1.7795099477704091,0.71211414938089401
1403637139839881216,4.6788789810839733,-1.781797154345369,0.70017591651043998
1403637139890881280,4.678126251372519,-1.7818160332795709,0.69582676034755497
1403637139940881152,4.6775486230255954,-1.7814690393912589,0.69170849573487003
1403637139990881280,4.6781711571755631,-1.781063579615918,0.688152242673857
1403637140039881216,4.6812251291860427,-1.7808086453114109,0.68645362342108396
1403637140090881280,4.6832235627840957,-1.780531817259853,0.68487413863615798
1403637140188881408,4.6880260583549234,-1.780934849437583,0.682212480064467
1403637140242881280,4.6900631780281143,-1.78107245452699,0.68176360586630702
1403637140291881216,4.6928439014474037,-1.7821708653954389,0.681456271796821
1403637140342881280,4.6947609949372868,-1.7827870898548239,0.68136154935286797
1403637140391881216,4.6967907893590848,-1.782881132378106,0.68077629463313705
1403637140491881472,4.6981894673516331,-1.781375393267604,0.679308110533554
1403637140540881408,4.6983212522025353,-1.7810028841249199,0.67925407198553001
1403637140590881280,4.6983213942927584,-1.780989818187563,0.67922653304459801
1403637140639881472,4.6983193588512124,-1.7809948287232791,0.67922575398432805
1403637140688881408,4.6992342895915913,-1.7813284079445271,0.67898395855082905
1403637140791881216,4.699257398806763,-1.7812453311470839,0.67893598547564105
1403637140841881344,4.6992572126754837,-1.781251438368741,0.67894816954024795
1403637140890881280,4.699262679401019,-1.781230450774228,0.67893392643992601
1403637140941881088,4.6992602004808166,-1.7812354373235311,0.67893055656635204
1403637140992881408,4.6992514450723242,-1.781247632943725,0.67890690409229304
1403637141041881344,4.6992600804608387,-1.781236025211117,0.67893114502151397
1403637141091881216,4.6992652162836164,-1.781220652354526,0.67892718921776296
1403637141188881408,4.6992540802166562,-1.7812557489830749,0.67893959285046102
1403637141241881344,4.6992617250397926,-1.781243737837392,0.67895728988591197
1403637141289881344,4.6992602034893043,-1.7812298732264491,0.67891850306250101
1403637141339881216,4.6992597093583921,-1.7812433228560569,0.67894485284568795
1403637141389881344,4.6992470625556368,-1.7812745783516091,0.67894027776008903
1403637141490881280,4.6992567037542878,-1.781250657101729,0.67894356181387205
1403637141539881216,4.6992535759591494,-1.7812525253421709,0.67892971327599705
1403637141639881472,4.6992554288082324,-1.781253537378664,0.67894251340839296
1403637141740881152,4.6992312052519116,-1.7813032653924341,0.67891175730011499
1403637141790881280,4.698306836772983,-1.7809602099988191,0.67907896902262699
1403637141890881280,4.6983201452943426,-1.7809499504040791,0.67913288076400902
1403637141942881280,4.6983179628434986,-1.780947784061967,0.67911568933434097
1403637141992881408,4.698323760665021,-1.780938877823188,0.67912955077760795
1403637142041881344,4.6992525942527577,-1.781273404131138,0.67896939098543496
1403637142091881216,4.6992459618539524,-1.7812977009606961,0.67898414370293803
1403637142141881344,4.6983150608448607,-1.7809617526191719,0.67912938551510005
1403637142188881408,4.6992643392088684,-1.7812532983301921,0.67899299446703498
1403637142238881280,4.699284267627827,-1.781201653219179,0.67899501323447897
1403637142287881472,4.6983431479603768,-1.780899839034767,0.67915581976876405
1403637142341881344,4.6992624915494048,-1.781257857093745,0.67899230955623302
1403637142390881280,4.6983485605800084,-1.780881362430109,0.67914671398676196
1403637142489881344,4.6992569712829324,-1.781272529018844,0.678992545149677
1403637142540881408,4.6992685972854336,-1.781235953802909,0.678979736423592
1403637142589881088,4.6992863277515378,-1.7811966882701551,0.67899603338470305
1403637142640881408,4.698366205169723,-1.7808510202410011,0.67918187970308497
1403637142689881344,4.6983460476587968,-1.7808930095687669,0.679157599906555
1403637142742881280,4.6992569054695839,-1.7812617824795129,0.67896885292250997
1403637142790881280,4.6983284951629329,-1.7809359447652171,0.67915028593307603
1403637142842881280,4.6992685303026382,-1.7812526924256269,0.67901566917797695
1403637142890881280,4.6992828314802324,-1.7812097665275779,0.67900439523362099
1403637142987881216,4.6992889451151756,-1.7812001155606141,0.67901845072115496
1403637143043881216,4.6983787592407511,-1.780832614750284,0.67921380760913397
1403637143087881216,4.6993134406358754,-1.7811474212251901,0.67904433978687695
1403637143143881216,4.6992979925670229,-1.781176337893384,0.67901865064141698
1403637143193881344,4.6992924074635134,-1.7812024988851709,0.67904344046809795
1403637143243881216,4.6983789904822704,-1.780836856009562,0.67922433351381595
1403637143287881472,4.6992862001741864,-1.7812274080792481,0.67906195422078297
1403637143387881216,4.6992835630517034,-1.781223828289632,0.67903909161332099
1403637143440881152,4.6983597557188146,-1.780873590568407,0.67919393216497403
1403637143487881216,4.6993054408782964,-1.7811717082378831,0.67905124118931603
1403637143542881280,4.6993125424276228,-1.7811624777636561,0.67907186563002198
1403637143590881280,4.6993261026352604,-1.781135285629375,0.67909049176054703
1403637143690881280,4.699317587534857,-1.7811572816633281,0.67908947210541104
1403637143741881344,4.6993061794801543,-1.781174818957683,0.67906221840033998
1403637143790881280,4.6993061736903314,-1.7811757951063849,0.67906430319888
1403637143839881216,4.6993195323864621,-1.7811555980885301,0.679096952590726
1403637143891881216,4.6993164245342571,-1.7811594632090331,0.67908754786177505
1403637143990881280,4.6983886822227268,-1.7808277110385271,0.67925997121610004
1403637144039881216,4.6993059950886957,-1.7811705756830429,0.67905195637609705
1403637144088881152,4.6993136904861714,-1.7811765426748329,0.67910895515541003
1403637144142881280,4.6993228088813348,-1.7811404393815,0.67908281873422405
1403637144191881216,4.6993235194216618,-1.7811301204302199,0.67906449745113096
1403637144242881280,4.6993315326076592,-1.78113150731864,0.67911337839415398
1403637144288881408,4.6993213678177552,-1.78115011930094,0.67909557206228999
1403637144391881216,4.6993216204814994,-1.7811479887146699,0.67909239563349899
1403637144442881280,4.6993167298453153,-1.781160450144869,0.67909143702042196
1403637144488881408,4.6993260057778858,-1.781131489387108,0.67908170058929795
1403637144542881280,4.6993155641936504,-1.781156483429311,0.67907615757619499
1403637144588881152,4.6993172008964637,-1.781152403176421,0.67907667385414805
1403637144639881472,4.6993303023510142,-1.7811298781944089,0.67910280077000795
1403637144739881216,4.6993223305836533,-1.7811473105486599,0.67909498921779898
1403637144788881408,4.6993245783753936,-1.781122361233344,0.67905372473566605
1403637144839881216,4.6993135027689767,-1.781173093889924,0.67910039736901595
1403637144889881344,4.6993340121267124,-1.781128637829299,0.67912134684911496
1403637144940881152,4.6983870963553267,-1.7808131090729911,0.67921921075247704
1403637144990881280,4.6993233823303644,-1.781149236941681,0.67910518986221202
1403637145040881408,4.6993263776915688,-1.7811376725207619,0.67909724523831805
1403637145089881088,4.6993275540262189,-1.7811261979647,0.67907908281150597
1403637145140881408,4.6993086171367704,-1.7811761584276129,0.67907907875544204
1403637145189881344,4.6993084840983714,-1.7811648930809061,0.67905387483984203
1403637145242881280,4.6983951533253316,-1.780807337976035,0.67925281070472399
1403637145290881280,4.6983977447010066,-1.780800573446546,0.67925296789040501
1403637145341881344,4.6993228480953064,-1.781138586431718,0.67907902287886701
1403637145391881216,4.69932036654978,-1.7811493065342769,0.67908807676278204
1403637145490881280,4.6993220582766604,-1.781140655592274,0.67907899102596703
1403637145541881344,4.6993086135507172,-1.781164570417874,0.67905391579329599
1403637145588881152,4.6993114587562932,-1.781164085338115,0.67906915021756897
1403637145639881472,4.6993303180036552,-1.781118610556357,0.67907844296322095
1403637145689881344,4.699324021386043,-1.781135244329078,0.67907848802764903
1403637145789881344,4.6993146518510702,-1.781140898739469,0.67903712186447995
1403637145838881280,4.6993252840412776,-1.78113235080373,0.67907943802505699
1403637145888881152,4.6993237555989156,-1.781125132569761,0.67905502762604997
1403637145938881280,4.699327607593955,-1.78111464614115,0.67905432622894502
1403637145989881344,4.6993181384788096,-1.78114063139754,0.67905650010653995
1403637146038881280,4.6993085063519553,-1.78116519900577,0.67905466597692099
1403637146090881280,4.6993169664153021,-1.7811499179535211,0.67906993942627902
1403637146138881280,4.699319621881795,-1.781146682361394,0.67907812022263803
1403637146239881216,4.699325245263914,-1.781132398697963,0.67907931996041704
1403637146290881280,4.6993109137959053,-1.7811660670329039,0.67907033032914599
1403637146341881344,4.6993222518160556,-1.7811309932076269,0.67905913484569203
1403637146392881408,4.6983806111053523,-1.780838966802794,0.67923819041260503
1403637146489881344,4.6993204380586553,-1.7811671338983619,0.67912716772443404
1403637146540881408,4.698409934398855,-1.780776226946182,0.67926992358163696
1403637146592881152,4.6993190667791866,-1.78115934601873,0.67910241930427695
1403637146643881216,4.6983997660172854,-1.780800499067827,0.67926437771868298
1403637146690881280,4.6983946355310566,-1.7808054348039319,0.67924571720355598
1403637146743881216,4.6993287721233568,-1.78113418244363,0.67910337988440495
1403637146787881472,4.6993200385632452,-1.7811414637022991,0.679069182659504
1403637146843881472,4.6993186906735112,-1.7811519134468861,0.67908413946617496
1403637146888881152,4.6993267742074663,-1.7811313924844729,0.67908588921769197
1403637146988881408,4.6993048990602224,-1.7811800871805801,0.67906631928537198
1403637147040881408,4.6983893202558962,-1.7808110396921919,0.67922745122225203
1403637147089881088,4.6993196750333723,-1.7811513876671929,0.67908863364945704
1403637147140881408,4.6993149473585039,-1.7811539133726251,0.67906705033889703
1403637147239881216,4.6983919822590776,-1.780817637111201,0.67925700435646397
1403637147289881344,4.6993324348658012,-1.781119527003322,0.67909254938264496
1403637147338881280,4.6984071073356821,-1.780771061513502,0.67924253231025999
1403637147390881280,4.699312899165351,-1.7811643157142221,0.67907789556333498
1403637147443881216,4.6993310279851856,-1.7811174612330201,0.67908001359029901
1403637147492881408,4.6993146164741191,-1.78116935386019,0.67909865783247403
1403637147542881280,4.6983953858963954,-1.7808003410981359,0.67923896078062196
1403637147643881216,4.6993158468137306,-1.781168450713895,0.679103741415375
1403637147687881216,4.6993347727254324,-1.781118277295926,0.67910322120904698
1403637147743881216,4.6984054128320309,-1.780786180837425,0.67926563659281003
1403637147792881152,4.6983817295636703,-1.7808395989506669,0.67924596458285103
1403637147842881280,4.6993332778326797,-1.7811199056347009,0.67909819654334402
1403637147890881280,4.6983764325843458,-1.7808605647256031,0.67926113335217697
1403637147988881408,4.6984017582813173,-1.7807876176944131,0.67924783339896599
1403637148039881216,4.6993277009152452,-1.781137285744119,0.67910398098588098
1403637148087881216,4.699328216497527,-1.781131282852416,0.67909390780495504
1403637148139881472,4.6984042497654714,-1.7807787772715631,0.67924291488993005
1403637148190881280,4.6993197820494892,-1.7811584500664721,0.67910456994604995
1403637148239881216,4.6984003420400899,-1.780798875788673,0.67926415310332
1403637148289881344,4.6984065382997393,-1.780788619305689,0.67927737046069103
1403637148340881408,4.6993281156968791,-1.7811520874888831,0.67913847244737702
1403637148388881152,4.6984396613660202,-1.7807245807010741,0.67932804579163697
1403637148439881216,4.6984105429408913,-1.7807950967304711,0.67931435145463503
1403637148490881280,4.6984047262134352,-1.7808001449230479,0.67929200509146603
1403637148542881280,4.6984297510609068,-1.780743739754622,0.679312880592292
1403637148590881280,4.698402622873517,-1.7808244017419861,0.67933259858032402
1403637148640881408,4.6993562440772836,-1.7810956692502431,0.67917708776719898
1403637148742881280,4.6984267836701248,-1.780772146107404,0.67935753079482197
1403637148791881216,4.6984757479375574,-1.7806644444798481,0.67940416637842105
1403637148841881344,4.6984815301766591,-1.78065324666975,0.67941297498105102
1403637148888881152,4.699419850780278,-1.7809680661730749,0.67926437992904498
1403637148943881216,4.6985138056804594,-1.780585048344856,0.67944979238372905
1403637148988881408,4.6994574963016618,-1.7808973413385449,0.67932646897570004
1403637149039881216,4.6994749892367116,-1.7808621129974911,0.67935019381208295
1403637149090881280,4.699505460581026,-1.780791887820818,0.67937229968434698
1403637149189881344,4.6995425517160969,-1.780700202423539,0.67938575570932802
1403637149241881344,4.6996024210911092,-1.780583208321084,0.67947476222840297
1403637149290881280,4.6996071189573394,-1.7805645902462099,0.67946126760646497
1403637149342881280,4.6996561955021487,-1.7804613861072629,0.67951840947148101
1403637149390881280,4.699693226797848,-1.780374911883619,0.67954287694539295
1403637149489881344,4.6997373195455756,-1.780291909134865,0.67961534088389597
1403637149541881344,4.6997887706040631,-1.780179053240933,0.67966519439144801
1403637149591881216,4.6998530172568262,-1.7800329280384339,0.67971618675223
1403637149639881472,4.6999190416593546,-1.779884509054291,0.67977242239667202
1403637149689881344,4.6999422917455034,-1.7798466193103131,0.67982342841001997
1403637149740881152,4.6991687271030083,-1.779181218604343,0.68015537891824696
1403637149790881280,4.6993960030525148,-1.778727082190783,0.68047275242390903
1403637149839881216,4.6988091814019484,-1.777589538615481,0.68085163777955005
1403637149942881280,4.6997008868339893,-1.7754180376080031,0.68125785814042294
1403637149989881344,4.7003316020841117,-1.774071991003185,0.68196104776045496
1403637150040881408,4.6995099157013902,-1.771050404265385,0.68313616107333497
1403637150090881280,4.6999111513518574,-1.7677143381871709,0.68444786029605398
1403637150140881408,4.6979314063725797,-1.762951152541546,0.68767850483173998
1403637150238881280,4.69723203989916,-1.7522796753795979,0.69813522471882705
1403637150289881344,4.6969691027587013,-1.744991071293122,0.70605681538748
1403637150340881408,4.6962023996132984,-1.7367973382988029,0.71554519121900095
1403637150388881152,4.6937937206202669,-1.727492091632491,0.72584430431964997
1403637150440881152,4.6918167284851053,-1.7177336430555861,0.73797341731260602
1403637150490881280,4.6879942260962322,-1.7074089741511751,0.75099555702968601
1403637150540881408,4.6749627687351838,-1.6935450469219071,0.76596013806291097
1403637150589881088,4.6684014833685756,-1.6819936557620261,0.77984286419842197
1403637150690881280,4.6549869333881801,-1.6588765885030079,0.80658758801180697
1403637150740881152,4.646519952983402,-1.646215485413661,0.820372958553923
1403637150787881472,4.6378463370833574,-1.633363945086334,0.83259310891292004
1403637150843881472,4.6288446311863671,-1.6215217118426879,0.84528825034273902
1403637150891881216,4.6065566412805437,-1.605074651450723,0.85872092751385898
1403637150988881408,4.5881124254152166,-1.580588796404593,0.880255032302662
1403637151088881152,4.5691775419781528,-1.556869559889537,0.90107177624950996
1403637151141881344,4.5605534513626456,-1.5451093168199721,0.91039800782447
1403637151188881408,4.5512968616909459,-1.5344538148893081,0.91791125071649204
1403637151240881152,4.5317042705009314,-1.520018722672738,0.92622219676159001
1403637151289881344,4.5240498588903408,-1.510239917716095,0.93221623187450897
1403637151341881344,4.5153886911129222,-1.5001736227450491,0.938002234876395
1403637151443881216,4.4999412606543849,-1.4815961214329161,0.95212196176382002
1403637151491881472,4.4933603205065644,-1.4730198464558311,0.96203124350865499
1403637151541881344,4.487323607020496,-1.463895844686895,0.97527466675150998
1403637151591881216,4.4730079140230528,-1.4519198333589309,0.99164833641346295
1403637151643881216,4.4681390621311987,-1.443546820373431,1.0089442451660899
1403637151740881152,4.4589258108053498,-1.4269760283609989,1.040959509787807
1403637151790881280,4.4547678909281592,-1.4181735135471689,1.0554531356762249
1403637151842881280,4.4497348487005111,-1.4085118978131519,1.0695369172185121
1403637151887881216,4.4451790779812983,-1.399604320441463,1.0805908539906799
1403637151939881216,4.4408429783553132,-1.389798267144416,1.0913624979884879
1403637151987881216,4.4295841658743402,-1.3781381455031581,1.1009777812098089
1403637152039881216,4.4259402023917191,-1.368422057797134,1.108801801237171
1403637152088881152,4.4211155757456044,-1.3587428352701829,1.11556079785277
1403637152139881472,4.4173222010734827,-1.3490350945142831,1.122270344207289
1403637152189881344,4.4126225820083844,-1.3391243211164079,1.1302220906968301
1403637152239881216,4.4080542948167034,-1.329136609424282,1.1398253211606251
1403637152289881344,4.4035352679064754,-1.3192496516372529,1.150853924748912
1403637152341881344,4.3914731087620771,-1.3067174543875431,1.1629113924228811
1403637152390881280,4.3859347906135122,-1.296267846663844,1.173156767197385
1403637152491881472,4.3765583612390619,-1.2750501348804999,1.1884318591697809
1403637152542881280,4.371716340521635,-1.264197125499215,1.1934882820837871
1403637152591881216,4.3666723677566024,-1.253502166077987,1.196623577680777
1403637152641881344,4.3606358362277566,-1.242192981966102,1.198225646051178
1403637152742881280,4.3417678183396884,-1.2165254513006709,1.197032049720681
1403637152791881216,4.3355518357420708,-1.204724194508926,1.194980296461962
1403637152842881280,4.3293951867534517,-1.1922912968761601,1.191643880926917
1403637152889881344,4.3231091912439714,-1.1804599795795161,1.1891858038281751
1403637152942881280,4.3173124174580879,-1.166969298812327,1.1876187506565681
1403637152988881408,4.3112405382486836,-1.1547999411050169,1.1875714369033721
1403637153039881216,4.2959264650653264,-1.1389584258721961,1.1899987009693049
1403637153089881088,4.2893248488004394,-1.125635526890423,1.1934963152876921
1403637153139881472,4.2838589631830031,-1.1121953097360899,1.1984223611168721
1403637153239881216,4.2731725362497999,-1.0847551517480409,1.211384320114633
1403637153290881280,4.2678764814379226,-1.070498685907848,1.2174884555581249
1403637153339881216,4.2633714135824237,-1.0565740266327861,1.221823138696845
1403637153389881344,4.2586425715800553,-1.042937625546466,1.224398122795223
1403637153488881408,4.2421359394655491,-1.013751406415623,1.2266047454075939
1403637153539881216,4.2381564390124833,-1.0000610225823661,1.2262692226847489
1403637153590881280,4.2331744486992511,-0.98632278704974197,1.226732654779578
1403637153642881280,4.2291914673141937,-0.97294212817630499,1.228572068657739
1403637153741881344,4.2192128033818443,-0.94682894279941698,1.2368987830022149
1403637153791881216,4.2054000262922857,-0.93250800753027696,1.2440741170237219
1403637153841881344,4.2004744463267327,-0.91999910068012203,1.252824553164702
1403637153889881344,4.1943125256761853,-0.90841734442650401,1.262194167633919
1403637153941881088,4.189365396281465,-0.89607840737168998,1.2728760000479971
1403637153988881408,4.1830172931204546,-0.884710069609001,1.2812848836267741
1403637154038881280,4.1776301512876612,-0.87328998231416899,1.2890075297325829
1403637154088881152,4.1710807693829119,-0.86194866990459795,1.2949628016706549
1403637154142881280,4.1645332433765443,-0.85006240578861803,1.2992688953682889
1403637154240881152,4.1448327443249102,-0.82688876836004899,1.3020610673465851
1403637154289881344,4.1388106985146811,-0.81564856480032299,1.3002706551555261
1403637154340881408,4.1329030866856726,-0.80329601823663599,1.2969014118817019
1403637154390881280,4.1270180799686624,-0.79034377404923595,1.292344014547711
1403637154440881152,4.1201291624229679,-0.77672509931447198,1.286392803991703
1403637154489881344,4.1132632979680102,-0.76240752656934996,1.279301681833372
1403637154540881408,4.0985210392877462,-0.74614137484097598,1.2716076468804101
1403637154589881088,4.0925398328452838,-0.73143059714625802,1.262932881554093
1403637154642881280,4.0857586445985374,-0.71472074918162398,1.25311925615084
1403637154741881344,4.0723119848810114,-0.67937273006324195,1.2341714531990049
1403637154792881152,4.0656932697543757,-0.660773656615675,1.2260197583117609
1403637154843881472,4.0571640517913314,-0.64100947827894705,1.2182616858451349
1403637154890881280,4.0366357790495799,-0.62035987585652796,1.2124002267376379
1403637154989881344,4.0172697764949881,-0.58126033244257003,1.2004608434539801
1403637155040881408,4.0067222469945483,-0.56018250733762098,1.195434021551643
1403637155087881216,3.9950225607605439,-0.54001419097210501,1.191515964689748
1403637155141881344,3.9825336593009468,-0.51814773201870501,1.1887747473283019
1403637155188881408,3.9697836436428608,-0.49890186888260102,1.1882197584530649
1403637155240881152,3.955302231555331,-0.47788046358012698,1.189600951447525
1403637155289881344,3.9229655234555709,-0.45552960896602201,1.194288115631879
1403637155342881280,3.9096147440604359,-0.43461984843116303,1.1997636241548819
1403637155390881280,3.8891907989156751,-0.41384142331945201,1.206563943395256
1403637155489881344,3.8534026499836762,-0.37231666519597101,1.2244910083173379
1403637155540881408,3.8369363482556769,-0.35108829338834302,1.2339744397750789
1403637155588881152,3.8201506871502202,-0.330916466242755,1.2418248465229831
1403637155640881408,3.8042376293062881,-0.30968587599397601,1.2479052946945191
1403637155740881152,3.752737968121711,-0.26622666507250298,1.255014738062086
1403637155789881344,3.7370926848700461,-0.24532522034906301,1.255064247692518
1403637155842881280,3.7213704069643252,-0.222144653517164,1.253474478680997
1403637155890881280,3.706227843008814,-0.20241764293259701,1.250357283200799
1403637155941881088,3.6959728703620791,-0.18151809821951301,1.2459682829805669
1403637155989881344,3.6546093126844861,-0.15916612960756199,1.2423437675870019
1403637156087881216,3.6400873603662789,-0.115861019429965,1.227163247484673
1403637156140881408,3.6290218851695881,-0.092745195786782003,1.2180933415719659
1403637156189881344,3.6188127881336749,-0.070122546529247001,1.209437996299914
1403637156239881216,3.6094181540768582,-0.045589980820963001,1.200180881325442
1403637156339881216,3.5920985778989731,0.0047466725913090004,1.1821617310139541
1403637156387881216,3.585205304019123,0.029906581087510001,1.173830768510606
1403637156490881280,3.5716385518101701,0.085162251541873998,1.1564297084955339
1403637156541881344,3.5689620078751658,0.114000062421861,1.1475344763392501
1403637156590881280,3.567103344726374,0.142062244473424,1.139015461990784
1403637156639881472,3.5669810842788592,0.17055954071631699,1.130365205980985
1403637156689881344,3.56754473705328,0.200164402398116,1.1216043049868041
1403637156740881152,3.568762696053168,0.23043501893162799,1.1124197445484201
1403637156789881344,3.5796998690514719,0.26036125553442901,1.1021763802079729
1403637156841881344,3.5840222927042431,0.29241108406154298,1.0908233765711151
1403637156890881280,3.5901921904500451,0.32196007300743101,1.0787034720379931
1403637156988881408,3.6051508907480532,0.382807037460628,1.050832780438834
1403637157038881280,3.6127383081964619,0.41523604370747702,1.034964687989449
1403637157088881152,3.6220892746298712,0.44650603429438501,1.0184724512183969
1403637157139881472,3.6464049293301262,0.481344402219265,0.998004370443481
1403637157238881280,3.6663344473755952,0.54622945736560602,0.95854824370315705
1403637157290881280,3.6766309507988248,0.57961346776992595,0.93860501563816501
1403637157340881408,3.6877875469849202,0.61290002968076696,0.91973495896842805
1403637157392881408,3.697629316372419,0.64782781590577998,0.90291886533931798
1403637157487881216,3.738727546950559,0.71762415331352902,0.87376967319086896
1403637157542881280,3.7509654907039862,0.75623245600528299,0.86275016431818097
1403637157588881152,3.7643291193037109,0.79048769295402099,0.85498917215279902
1403637157638881280,3.779086296167534,0.82814111526720802,0.84907008623015801
1403637157689881344,3.8150394359372362,0.87082419474063399,0.84176665141817897
1403637157739881216,3.8277752561814178,0.90915555705733397,0.84059941938990801
1403637157889881344,3.9273814588697351,1.0431557738949631,0.83791869924297102
1403637157989881344,3.9527568083404652,1.122640262263312,0.85025397984200801
1403637158038881280,3.9842393772399101,1.1681558304815001,0.85250837825572601
1403637158090881280,4.0159316199641948,1.215009985281388,0.85402965536560604
1403637158141881344,4.0423167125350323,1.2603595114887369,0.85464636849781095
1403637158188881408,4.0680100201944196,1.3027135945957431,0.85357262314568705
1403637158242881280,4.0907798321884297,1.3448272446677121,0.85538745507105496
1403637158289881344,4.1241034179928606,1.3888471707760379,0.85552990333828804
1403637158342881280,4.1562141843626179,1.4336942037161811,0.85817733241357197
1403637158389881344,4.1791929289554703,1.4714248760709201,0.86350449638754401
1403637158441881088,4.20767853685222,1.5112101249977361,0.86895299571368101
1403637158490881280,4.2757276773875201,1.5674836713747491,0.87159077674150498
1403637158541881344,4.3045613541921401,1.6093956025167191,0.88054613436016504
1403637158638881280,4.36747722902322,1.686877114674638,0.89269571122828895
1403637158690881280,4.3994114050296123,1.725836839084216,0.89686776771667498
1403637158738881280,4.4315972346427941,1.7632501130708,0.899527841396075
1403637158789881344,4.4646507745309254,1.8002125025324121,0.90019208407735196
1403637158841881344,4.5409149333186738,1.854002829333107,0.89369539897121697
1403637158888881152,4.5783156665898561,1.8894154035949879,0.89112362868777895
1403637158991881472,4.6532711071927464,1.9609275161078561,0.88280098225681602
1403637159042881280,4.696079700658589,1.9976025517382749,0.87721856214580596
1403637159089881088,4.7385979993843499,2.032441373862182,0.87223819838964001
1403637159140881408,4.7773939913414747,2.06628780383766,0.86943816040656297
1403637159190881280,4.8177020340661132,2.0994869456384069,0.86804343335919498
1403637159240881152,4.9037272763148376,2.152507365081751,0.86259926760122196
1403637159288881408,4.9446074945981016,2.1849214873199299,0.86367892054587203
1403637159339881216,4.9872690925952519,2.218041690952846,0.86425984706720405
1403637159440881152,5.0769760528172014,2.2850854395658642,0.86026315564202505
1403637159489881344,5.1221629339776227,2.3184159127823381,0.85622403128694002
1403637159540881408,5.1663626799693194,2.3511955817352259,0.85135519326247999
1403637159587881216,5.2604262394838663,2.4059742798120172,0.83914473309429705
1403637159640881408,5.3080655468477396,2.4402159541204331,0.83212754023702695
1403637159741881344,5.4041261725718828,2.5085371076125611,0.81546395302783903
1403637159791881216,5.4516720620262751,2.5423859808074472,0.80680838295915003
1403637159843881472,5.4983323077114949,2.5758653660145638,0.79873460068220803
1403637159889881344,5.5949253389905964,2.631967786101995,0.78603088203350402
1403637159989881344,5.6936486776017237,2.701300711813674,0.77815382219976004
